"","sn","rugs_urlnames_full","url","DateAdded"
"298",298,"Stellenbosch-R-Users-Group-Meetup","https://www.meetup.com/Stellenbosch-R-Users-Group-Meetup/","October, 2019"
"299",299,"Bluenose-R-User-Group","https://www.meetup.com/Bluenose-R-User-Group/","October, 2019"
"300",300,"Predictive-Business-Analytics-with-R-New-Delhi","https://www.meetup.com/Predictive-Business-Analytics-with-R-New-Delhi/","October, 2019"
"301",301,"Omaha-R-Users-Group","https://www.meetup.com/Omaha-R-Users-Group/","October, 2019"
"302",302,"Hyderabad-R-Programming-Meetup","https://www.meetup.com/Hyderabad-R-Programming-Meetup/","October, 2019"
"303",303,"MapR-Users-Meetup","https://www.meetup.com/MapR-Users-Meetup/","October, 2019"
"304",304,"Predictive-Business-Analytics-using-R","https://www.meetup.com/Predictive-Business-Analytics-using-R/","October, 2019"
"305",305,"Salt-Lake-City-R-Language-Study-Group","https://www.meetup.com/Salt-Lake-City-R-Language-Study-Group/","October, 2019"
"306",306,"Wroclaw-R-user-Group-WRUG","https://www.meetup.com/Wroclaw-R-user-Group-WRUG/","October, 2019"
"307",307,"R-User-Group-Rhein-Neckar","https://www.meetup.com/R-User-Group-Rhein-Neckar/","October, 2019"
"308",308,"rladies-dc","https://www.meetup.com/rladies-dc/","October, 2019"
"309",309,"DublinR","https://www.meetup.com/DublinR/","October, 2019"
"310",310,"Bogota-R-Users-Group","https://www.meetup.com/Bogota-R-Users-Group/","October, 2019"
"311",311,"MadR-Madison-R-Programming-UseRs-Group","https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group/","October, 2019"
"312",312,"R-Users-Group-Kenya-RUGK","https://www.meetup.com/R-Users-Group-Kenya-RUGK/","October, 2019"
"313",313,"rladies-buffalo","https://www.meetup.com/rladies-buffalo/","October, 2019"
"314",314,"Seattle-useR","https://www.meetup.com/Seattle-useR/","October, 2019"
"315",315,"houstonr","https://www.meetup.com/houstonr/","October, 2019"
"316",316,"Canberra-R-Users-Group","https://www.meetup.com/Canberra-R-Users-Group/","October, 2019"
"317",317,"rladies-rtp","https://www.meetup.com/rladies-rtp/","October, 2019"
"318",318,"Hamburg-R-User-Group","https://www.meetup.com/Hamburg-R-User-Group/","October, 2019"
"319",319,"rladies-la","https://www.meetup.com/rladies-la/","October, 2019"
"320",320,"rladies-izmir","https://www.meetup.com/rladies-izmir/","October, 2019"
"321",321,"RGROUP","https://www.meetup.com/RGROUP/","October, 2019"
"322",322,"Brasilia-UseR-Meetup","https://www.meetup.com/Brasilia-UseR-Meetup/","October, 2019"
"323",323,"R-Users-Group-Hyderabad","https://www.meetup.com/R-Users-Group-Hyderabad/","October, 2019"
"324",324,"Chicago-North-West-Suburbs-R-user-group","https://www.meetup.com/Chicago-North-West-Suburbs-R-user-group/","October, 2019"
"325",325,"KoelnRUG","https://www.meetup.com/KoelnRUG/","October, 2019"
"326",326,"rladies-hartford","https://www.meetup.com/rladies-hartford/","October, 2019"
"327",327,"R-Ladies-Madison","https://www.meetup.com/R-Ladies-Madison/","October, 2019"
"328",328,"rladies-cdmx","https://www.meetup.com/rladies-cdmx/","October, 2019"
"329",329,"rladies-rio","https://www.meetup.com/rladies-rio/","October, 2019"
"330",330,"rladies-st-louis","https://www.meetup.com/rladies-st-louis/","October, 2019"
"331",331,"rladies-berlin","https://www.meetup.com/rladies-berlin/","October, 2019"
"332",332,"rladies-tbilisi","https://www.meetup.com/rladies-tbilisi/","October, 2019"
"333",333,"Lads-and-Lasses-Who-R","https://www.meetup.com/Lads-and-Lasses-Who-R/","October, 2019"
"334",334,"Pune-R-junkies-Meetup","https://www.meetup.com/Pune-R-junkies-Meetup/","October, 2019"
"335",335,"rladies-seattle","https://www.meetup.com/rladies-seattle/","October, 2019"
"336",336,"rladies-fayetteville","https://www.meetup.com/rladies-fayetteville/","October, 2019"
"337",337,"Taiwan-R","https://www.meetup.com/Taiwan-R/","October, 2019"
"338",338,"CinDay-RUG","https://www.meetup.com/CinDay-RUG/","October, 2019"
"339",339,"R-devops","https://www.meetup.com/R-devops/","October, 2019"
"340",340,"Hobart-R-Users-Group","https://www.meetup.com/Hobart-R-Users-Group/","October, 2019"
"341",341,"rladies-strasbourg","https://www.meetup.com/rladies-strasbourg/","October, 2019"
"342",342,"eRfahrungsaustausch-zum-Thema-R-in-Esslingen","https://www.meetup.com/eRfahrungsaustausch-zum-Thema-R-in-Esslingen/","October, 2019"
"343",343,"Ha-Noi-R-Users-Group-Meetup","https://www.meetup.com/Ha-Noi-R-Users-Group-Meetup/","October, 2019"
"344",344,"RBelgium","https://www.meetup.com/RBelgium/","October, 2019"
"345",345,"Nijmegen-eveRybody","https://www.meetup.com/Nijmegen-eveRybody/","October, 2019"
"346",346,"R-Lyon","https://www.meetup.com/R-Lyon/","October, 2019"
"347",347,"useR-Group-in-San-Luis-Obispo-County","https://www.meetup.com/useR-Group-in-San-Luis-Obispo-County/","October, 2019"
"348",348,"Delhi-R-Users-Group-Meetup","https://www.meetup.com/Delhi-R-Users-Group-Meetup/","October, 2019"
"349",349,"rladies-quito","https://www.meetup.com/rladies-quito/","October, 2019"
"350",350,"rladies-puebla","https://www.meetup.com/rladies-puebla/","October, 2019"
"351",351,"rladies-salvador","https://www.meetup.com/rladies-salvador/","October, 2019"
"352",352,"rladies-new-delhi","https://www.meetup.com/rladies-new-delhi/","October, 2019"
"353",353,"rladies-athens-ga","https://www.meetup.com/rladies-athens-ga/","October, 2019"
"354",354,"rladies-jakarta","https://www.meetup.com/rladies-jakarta/","October, 2019"
"355",355,"rladies-gainesville","https://www.meetup.com/rladies-gainesville/","October, 2019"
"356",356,"rladies-atlanta","https://www.meetup.com/rladies-atlanta/","October, 2019"
"357",357,"rladies-addis-ababa","https://www.meetup.com/rladies-addis-ababa/","October, 2019"
"358",358,"rladies-lavras","https://www.meetup.com/rladies-lavras/","October, 2019"
"359",359,"rladies-louisville","https://www.meetup.com/rladies-louisville/","October, 2019"
"360",360,"rladies-denver","https://www.meetup.com/rladies-denver/","October, 2019"
"361",361,"rladies-dallas","https://www.meetup.com/rladies-dallas/","October, 2019"
"362",362,"rladies-helsinki","https://www.meetup.com/rladies-helsinki/","October, 2019"
"363",363,"rladies-cotonou","https://www.meetup.com/rladies-cotonou/","October, 2019"
"364",364,"rladies-ldnont","https://www.meetup.com/rladies-ldnont/","October, 2019"
"365",365,"rladies-boston","https://www.meetup.com/rladies-boston/","October, 2019"
"366",366,"rladies-la-plata","https://www.meetup.com/rladies-la-plata/","October, 2019"
"367",367,"rladies-sao-paulo","https://www.meetup.com/rladies-sao-paulo/","October, 2019"
"368",368,"rladies-dublin","https://www.meetup.com/rladies-dublin/","October, 2019"
"369",369,"rladiesbh","https://www.meetup.com/rladiesbh/","October, 2019"
"370",370,"rladies-milan","https://www.meetup.com/rladies-milan/","October, 2019"
"371",371,"rladies-newyork","https://www.meetup.com/rladies-newyork/","October, 2019"
"372",372,"rladies-lexington-park","https://www.meetup.com/rladies-lexington-park/","October, 2019"
"373",373,"rladies-cuernavaca","https://www.meetup.com/rladies-cuernavaca/","October, 2019"
"374",374,"rladies-austin","https://www.meetup.com/rladies-austin/","October, 2019"
"375",375,"rladies-ankara","https://www.meetup.com/rladies-ankara/","October, 2019"
"376",376,"rladies-den-bosch","https://www.meetup.com/rladies-den-bosch/","October, 2019"
"377",377,"rladies-bogor","https://www.meetup.com/rladies-bogor/","October, 2019"
"378",378,"rladies-podgorica","https://www.meetup.com/rladies-podgorica/","October, 2019"
"379",379,"rladies-medellin","https://www.meetup.com/rladies-medellin/","October, 2019"
"380",380,"rladies-calgary","https://www.meetup.com/rladies-calgary/","October, 2019"
"381",381,"rladies-nelson","https://www.meetup.com/rladies-nelson/","October, 2019"
"382",382,"rladies-florianopolis","https://www.meetup.com/rladies-florianopolis/","October, 2019"
"383",383,"rladies-lagos","https://www.meetup.com/rladies-lagos/","October, 2019"
"384",384,"rladies-queretaro","https://www.meetup.com/rladies-queretaro/","October, 2019"
"385",385,"rladies-pachuca","https://www.meetup.com/rladies-pachuca/","October, 2019"
"386",386,"rladies-concepcion","https://www.meetup.com/rladies-concepcion/","October, 2019"
"387",387,"rladies-bogota","https://www.meetup.com/rladies-bogota/","October, 2019"
"388",388," r-korea","https://www.meetup.com/r-korea","October, 2019"
"389",389,"biodataclub","https://www.meetup.com/biodataclub/","October, 2019"
"390",390,"open-source-greenville","https://www.meetup.com/open-source-greenville/","October, 2019"
"391",391,"guru-mvd","https://www.meetup.com/guru-mvd/","October, 2019"
"392",392,"newcastle-upon-tyne-data-science-meetup","https://www.meetup.com/newcastle-upon-tyne-data-science-meetup/","October, 2019"
"393",393,"bamako-data-science","https://www.meetup.com/bamako-data-science/","October, 2019"
"394",394,"vuna-sdc-r-user-group","https://www.meetup.com/vuna-sdc-r-user-group/","October, 2019"
"395",395,"meetup-de-grupo-de-usuarios-de-r-de-malaga","https://www.meetup.com/meetup-de-grupo-de-usuarios-de-r-de-malaga/","October, 2019"
"396",396,"honolulu-data-science","https://www.meetup.com/honolulu-data-science/","October, 2019"
